Solyc11g019910.1.1	Pectinesterase (AHRD V1 ***- B9T3X5_RICCO); contains Interpro domain(s)  IPR006501  Pectinesterase inhibitor 
Solyc11g019920.1.1	Protein disulfide isomerase (AHRD V1 ***- Q5EUD3_MAIZE); contains Interpro domain(s)  IPR013766  Thioredoxin domain 
Solyc11g019930.1.1	RING finger protein 13 (AHRD V1 *-*- B5X4J4_SALSA); contains Interpro domain(s)  IPR003137  Protease-associated PA 
Solyc11g019940.1.1	Unknown Protein (AHRD V1)
Solyc11g019950.1.1	8-amino-7-oxononanoate synthase (AHRD V1 **-- D3L310_9BACT); contains Interpro domain(s)  IPR004839  Aminotransferase, class I and II 
Solyc11g019960.1.1	Retrograde Golgi transport protein RGP1 homolog (AHRD V1 *--- RGP1_HUMAN); contains Interpro domain(s)  IPR014756  Immunoglobulin E-set 
Solyc11g019970.1.1	A_IG002N01.30 protein (Fragment) (AHRD V1 ***- O04624_ARATH); contains Interpro domain(s)  IPR001578  Peptidase C12, ubiquitin carboxyl-terminal hydrolase 1 
Solyc11g019980.1.1	Unknown Protein (AHRD V1)
Solyc11g019990.1.1	Response regulator 10 (AHRD V1 ***- Q948L2_MAIZE); contains Interpro domain(s)  IPR012287  Homeodomain-related 
Solyc11g020000.1.1	GCN5-related N-acetyltransferase (AHRD V1 *-*- C7QP28_CYAP0)
Solyc11g020010.1.1	Mutator-like transposase (AHRD V1 *-*- Q9SR14_ARATH); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain 
Solyc11g020020.1.1	Serine/threonine-protein phosphatase 7 long form homolog (AHRD V1 **-- PPP7L_ARATH); contains Interpro domain(s)  IPR019557  Aminotransferase-like, plant mobile domain 
Solyc11g020030.1.1	Lysyl-tRNA synthetase (AHRD V1 ***- B9NE98_POPTR); contains Interpro domain(s)  IPR018149  Lysyl-tRNA synthetase, class II, C-terminal  IPR018150  Aminoacyl-tRNA synthetase, class II (D, K and N)-like 
Solyc11g020040.1.1	Chaperone DnaK (AHRD V1 ***- Q1SKX2_MEDTR); contains Interpro domain(s)  IPR012725  Chaperone DnaK 
Solyc11g020050.1.1	Unknown Protein (AHRD V1)
Solyc11g020060.1.1	Glyoxylate reductase/hydroxypyruvate reductase (AHRD V1 ***- GRHPR_MOUSE); contains Interpro domain(s)  IPR006140  D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding 
Solyc11g020070.1.1	Unknown Protein (AHRD V1)
Solyc11g020080.1.1	Nbs, resistance protein fragment
Solyc11g020090.1.1	Nbs, resistance protein fragment
Solyc11g020100.1.1	Cc-nbs-lrr, resistance protein
Solyc11g020120.1.1	Unknown Protein (AHRD V1)
Solyc11g020130.1.1	Endochitinase 4 (Fragment) (AHRD V1 ---- CHI4_SOLTU); contains Interpro domain(s)  IPR001002  Chitin-binding, type 1 
Solyc11g020140.1.1	Unknown Protein (AHRD V1)
Solyc11g020150.1.1	Ribosomal protein S27 (AHRD V1 ***- C6SWV6_SOYBN); contains Interpro domain(s)  IPR000592  Ribosomal protein S27e 
Solyc11g020160.1.1	Genomic DNA chromosome 5 P1 clone MJJ3 (AHRD V1 ***- Q9FFK6_ARATH)
Solyc11g020170.1.1	Genomic DNA chromosome 5 P1 clone MJJ3 (AHRD V1 ***- Q9FFK6_ARATH)
Solyc11g020180.1.1	Genomic DNA chromosome 5 P1 clone MJJ3 (AHRD V1 ***- Q9FFK6_ARATH)
Solyc11g020190.1.1	Genomic DNA chromosome 5 P1 clone MJJ3 (AHRD V1 ***- Q9FFK6_ARATH)
Solyc11g020200.1.1	Nuclear pore complex protein-related protein (Fragment) (AHRD V1 ***- Q45NJ5_MEDSA)
Solyc11g020210.1.1	Unknown Protein (AHRD V1)
Solyc11g020220.1.1	Unknown Protein (AHRD V1)
Solyc11g020230.1.1	Pto-like, Serine/threonine kinase protein, resistance protein
Solyc11g020240.1.1	Unknown Protein (AHRD V1)
Solyc11g020250.1.1	HAT dimerisation domain-containing protein-like (AHRD V1 ***- Q5VNQ7_ORYSJ); contains Interpro domain(s)  IPR007021  Protein of unknown function DUF659 
Solyc11g020260.1.1	Receptor like kinase, RLK
Solyc11g020270.1.1	Leucine-rich repeat receptor-like protein kinase (AHRD V1 ***- Q9SN80_ARATH)
Solyc11g020280.1.1	Receptor like kinase, RLK
Solyc11g020290.1.1	Histone-binding protein RBBP7 (AHRD V1 *-*- D0NGC2_PHYIN); contains Interpro domain(s)  IPR011046  WD40 repeat-like 
Solyc11g020300.1.1	Translocon Tic40 (AHRD V1 ***- Q9SC41_PEA); contains Interpro domain(s)  IPR006636  Heat shock chaperonin-binding 
Solyc11g020310.1.1	Unknown Protein (AHRD V1)
Solyc11g020320.1.1	Transcription factor MADS-box (AHRD V1 *-*- Q2HRQ1_MEDTR); contains Interpro domain(s)  IPR002100  Transcription factor, MADS-box 
Solyc11g020330.1.1	class IV heat shock protein (AHRD V1 ***- B6TXB5_MAIZE); contains Interpro domain(s)  IPR002068  Heat shock protein Hsp20 
Solyc11g020340.1.1	Copia-like polyprotein (AHRD V1 *--- Q94IU9_ARATH)
Solyc11g020350.1.1	Ribosomal protein S27 (AHRD V1 ***- A9NMW2_PICSI); contains Interpro domain(s)  IPR000592  Ribosomal protein S27e 
Solyc11g020360.1.1	tRNA dimethylallyltransferase (AHRD V1 *-*- C9SNR7_VERA1)
Solyc11g020370.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR002627  tRNA isopentenyltransferase 
Solyc11g020380.1.1	tRNA dimethylallyltransferase (AHRD V1 *-** C6HGS0_AJECH); contains Interpro domain(s)  IPR002627  tRNA isopentenyltransferase 
Solyc11g020390.1.1	tRNA dimethylallyltransferase (AHRD V1 ***- C6HGS0_AJECH); contains Interpro domain(s)  IPR002627  tRNA isopentenyltransferase 
Solyc11g020400.1.1	tRNA dimethylallyltransferase (AHRD V1 *-*- C6HGS0_AJECH); contains Interpro domain(s)  IPR002627  tRNA isopentenyltransferase 
Solyc11g020410.1.1	Adenylate isopentenyltransferase (AHRD V1 ***- Q2MHM7_PEA); contains Interpro domain(s)  IPR002627  tRNA isopentenyltransferase 
Solyc11g020420.1.1	tRNA dimethylallyltransferase (AHRD V1 -**- MIAA_LYSSC); contains Interpro domain(s)  IPR002627  tRNA isopentenyltransferase 
Solyc11g020430.1.1	tRNA dimethylallyltransferase (AHRD V1 ***- C6HGS0_AJECH); contains Interpro domain(s)  IPR002627  tRNA isopentenyltransferase 
Solyc11g020440.1.1	Unknown Protein (AHRD V1)
Solyc11g020450.1.1	Agglutinin isolectin VI (Fragment) (AHRD V1 *--- Q9SYR5_URTDI); contains Interpro domain(s)  IPR001002  Chitin-binding, type 1 
Solyc11g020460.1.1	Unknown Protein (AHRD V1)
Solyc11g020470.1.1	Expressed protein (Fragment) (AHRD V1 *-*- B3VV28_POPTN); contains Interpro domain(s)  IPR006514  Protein of unknown function DUF579, plant 
Solyc11g020480.1.1	Unknown Protein (AHRD V1)
Solyc11g020490.1.1	Ribosomal protein S27 (AHRD V1 *-*- A9NMW2_PICSI); contains Interpro domain(s)  IPR000592  Ribosomal protein S27e 
Solyc11g020500.1.1	tRNA dimethylallyltransferase (AHRD V1 -**- C6HGS0_AJECH)
Solyc11g020510.1.1	Adenylate isopentenyltransferase 5, chloroplastic (AHRD V1 ***- IPT5_ARATH); contains Interpro domain(s)  IPR002627  tRNA isopentenyltransferase 
Solyc11g020520.1.1	tRNA dimethylallyltransferase (AHRD V1 *-*- C6HGS0_AJECH); contains Interpro domain(s)  IPR002627  tRNA isopentenyltransferase 
Solyc11g020530.1.1	Agglutinin isolectin II (Fragment) (AHRD V1 *--- Q9S7C2_URTDI); contains Interpro domain(s)  IPR001002  Chitin-binding, type 1 
Solyc11g020540.1.1	Expressed protein (Fragment) (AHRD V1 ***- B3VV28_POPTN); contains Interpro domain(s)  IPR006514  Protein of unknown function DUF579, plant 
Solyc11g020550.1.1	Unknown Protein (AHRD V1)
Solyc11g020560.1.1	Pol polyprotein (AHRD V1 *-*- POL_BAEVM); contains Interpro domain(s)  IPR000477  RNA-directed DNA polymerase (reverse transcriptase) 
Solyc11g020570.1.1	Unknown Protein (AHRD V1)
Solyc11g020580.1.1	Unknown Protein (AHRD V1)
Solyc11g020590.1.1	Peptide chain release factor-like protein (AHRD V1 *-*- Q8S0P6_ORYSJ); contains Interpro domain(s)  IPR000352  Class I peptide chain release factor 
Solyc11g020600.1.1	Unknown Protein (AHRD V1)
Solyc11g020610.1.1	Neutral invertase like protein (AHRD V1 ***- Q67XD9_ARATH); contains Interpro domain(s)  IPR006937  Plant neutral invertase 
Solyc11g020620.1.1	Myocyte enhancer factor 2 (AHRD V1 ***- A3FMC1_BRABE); contains Interpro domain(s)  IPR002100  Transcription factor, MADS-box 
Solyc11g020630.1.1	Acyltransferase 2 (Fragment) (AHRD V1 ***- Q8GV03_CAPCH); contains Interpro domain(s)  IPR003480  Transferase 
Solyc11g020640.1.1	Alcohol acyl transferase (AHRD V1 **-- Q6QLX4_SOLLC); contains Interpro domain(s)  IPR003480  Transferase 
Solyc11g020650.1.1	Unknown Protein (AHRD V1)
Solyc11g020660.1.1	MADS-box family protein (AHRD V1 *-*- D7MR43_ARALY); contains Interpro domain(s)  IPR002100  Transcription factor, MADS-box 
Solyc11g020670.1.1	TCP family transcription factor (AHRD V1 *-** A6MCZ2_9ORYZ); contains Interpro domain(s)  IPR005333  Transcription factor, TCP 
Solyc11g020680.1.1	Unknown Protein (AHRD V1)
Solyc11g020690.1.1	Unknown Protein (AHRD V1)
Solyc11g020700.1.1	Unknown Protein (AHRD V1)
Solyc11g020710.1.1	Unknown Protein (AHRD V1)
Solyc11g020720.1.1	MRNA clone RAFL21-57-I05 (AHRD V1 *--- Q682W0_ARATH); contains Interpro domain(s)  IPR007751  Protein of unknown function DUF676, hydrolase-like 
Solyc11g020730.1.1	Unknown Protein (AHRD V1)
Solyc11g020740.1.1	Unknown Protein (AHRD V1)
Solyc11g020750.1.1	ATP-dependent DNA helicase MPH1 (AHRD V1 ***- C5JQI1_AJEDS); contains Interpro domain(s)  IPR011545  DNA/RNA helicase, DEAD/DEAH box type, N-terminal 
Solyc11g020760.1.1	ATP-dependent DNA helicase MPH1 (AHRD V1 ***- C5JQI1_AJEDS); contains Interpro domain(s)  IPR001650  DNA/RNA helicase, C-terminal 
Solyc11g020770.1.1	Unknown Protein (AHRD V1)
Solyc11g020780.1.1	Deoxyguanosine kinase 3 (AHRD V1 *-** Q91XI5_MOUSE); contains Interpro domain(s)  IPR002624  Deoxynucleoside kinase 
Solyc11g020790.1.1	Mutator-like transposase (AHRD V1 *--- Q9XIL4_ARATH); contains Interpro domain(s)  IPR004332  Transposase, MuDR, plant 
Solyc11g020810.1.1	Ribosomal RNA large subunit methyltransferase J family protein (AHRD V1 *-*- A7APJ4_BABBO); contains Interpro domain(s)  IPR015507  Ribosomal RNA methyltransferase J 
Solyc11g020820.1.1	Ribosomal RNA large subunit methyltransferase J family protein (AHRD V1 *-*- A7APJ4_BABBO); contains Interpro domain(s)  IPR015507  Ribosomal RNA methyltransferase J 
Solyc11g020830.1.1	30S ribosomal protein S7 chloroplastic (AHRD V1 ***- D3WBE1_9BORA); contains Interpro domain(s)  IPR000235  Ribosomal protein S7 
Solyc11g020840.1.1	Unknown Protein (AHRD V1)
Solyc11g020850.1.1	IFA binding protein (AHRD V1 *-*- A6MGY3_LILLO); contains Interpro domain(s)  IPR007656  Protein of unknown function DUF593 
Solyc11g020860.1.1	Unknown Protein (AHRD V1)
Solyc11g020870.1.1	MYG1 protein (AHRD V1 **-- Q58D33_BOVIN); contains Interpro domain(s)  IPR003226  Metal-dependent protein hydrolase 
Solyc11g020880.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE); contains Interpro domain(s)  IPR003653  Peptidase C48, SUMO/Sentrin/Ubl1 
Solyc11g020890.1.1	40S ribosomal protein S29 (AHRD V1 ***- A2ZG71_ORYSI); contains Interpro domain(s)  IPR001209  Ribosomal protein S14 
Solyc11g020900.1.1	Unknown Protein (AHRD V1)
Solyc11g020910.1.1	Unknown Protein (AHRD V1)
Solyc11g020920.1.1	Unknown Protein (AHRD V1)
Solyc11g020930.1.1	Unknown Protein (AHRD V1)
Solyc11g020940.1.1	Putaive copia-like retrotransposon polyprotein 5&apos-partial (Fragment) (AHRD V1 **-- Q8W5D1_ORYSA); contains Interpro domain(s)  IPR013103  Reverse transcriptase, RNA-dependent DNA polymerase 
Solyc11g020950.1.1	BZIP transcription factor family protein expressed (AHRD V1 **** Q2R8T2_ORYSJ); contains Interpro domain(s)  IPR004827  Basic-leucine zipper (bZIP) transcription factor 
Solyc11g020960.1.1	Proteinase inhibitor II (AHRD V1 ***- B3F0C1_TOBAC); contains Interpro domain(s)  IPR003465  Proteinase inhibitor I20, Pin2 
Solyc11g020970.1.1	Unknown Protein (AHRD V1)
Solyc11g020980.1.1	Unknown Protein (AHRD V1)
Solyc11g020990.1.1	Proteinase inhibitor II (AHRD V1 ***- B3F0C1_TOBAC); contains Interpro domain(s)  IPR003465  Proteinase inhibitor I20, Pin2 
Solyc11g021010.1.1	Polyprotein (AHRD V1 *-*- Q94KV0_ARATH)
Solyc11g021020.1.1	Proteinase inhibitor (AHRD V1 ***- B0FZ75_SOLTU); contains Interpro domain(s)  IPR003465  Proteinase inhibitor I20, Pin2 
Solyc11g021030.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE)
Solyc11g021040.1.1	GDSL esterase/lipase 5 (AHRD V1 ***- GLIP5_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL 
Solyc11g021050.1.1	Unknown Protein (AHRD V1)
Solyc11g021060.1.1	Proteinase inhibitor (AHRD V1 ***- Q40378_NICAL); contains Interpro domain(s)  IPR003465  Proteinase inhibitor I20, Pin2 
Solyc11g021070.1.1	Ycf2 (AHRD V1 ***- D2KLP5_OLEEU); contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 
Solyc11g021080.1.1	Ycf2 (AHRD V1 ***- A6YA39_9MAGN); contains Interpro domain(s)  IPR019645  Protein precursor Ycf15, putative, chloroplast 
Solyc11g021090.1.1	NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic (AHRD V1 ***- D3WBG0_9AQUA)
Solyc11g021100.1.1	Unknown Protein (AHRD V1)
Solyc11g021110.1.1	NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic (AHRD V1 ***- D3WEQ5_9ROSI); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase 
Solyc11g021120.1.1	NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic (AHRD V1 ***- D2KLR3_OLEEU)
Solyc11g021130.1.1	30S ribosomal protein S7 chloroplastic (AHRD V1 *-*- D3WBE1_9BORA); contains Interpro domain(s)  IPR005717  Ribosomal protein S7, bacterial-type 
Solyc11g021140.1.1	Orf146 protein (AHRD V1 ***- Q9MFF3_BETVU)
Solyc11g021150.1.1	Unknown Protein (AHRD V1)
Solyc11g021160.1.1	Unknown Protein (AHRD V1)
Solyc11g021170.1.1	ORF82c (AHRD V1 ***- A4QMC2_PINKO)
Solyc11g021180.1.1	Ycf1 (Fragment) (AHRD V1 ***- A6YA12_LIQST); contains Interpro domain(s)  IPR008896  Ycf1 
Solyc11g021190.1.1	NADH dehydrogenase subunit 5 (Fragment) (AHRD V1 ***- C4PB69_SOLPN); contains Interpro domain(s)  IPR003916  NADH:ubiquinone oxidoreductase, chain 5 
Solyc11g021200.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR002677  Ribosomal protein L32p 
Solyc11g021210.1.1	Cytochrome c biogenesis protein ccsA (AHRD V1 ***- CCSA_SOLLC); contains Interpro domain(s)  IPR017562  Cytochrome c-type biogenesis protein CcsA 
Solyc11g021220.1.1	NAD(P)H-quinone oxidoreductase subunit I chloroplastic (AHRD V1 ***- B2XW67_9ASTR); contains Interpro domain(s)  IPR004497  NADH-plastoquinone oxidoreductase, subunit I 
Solyc11g021230.1.1	NAD(P)H-quinone oxidoreductase subunit 1 (AHRD V1 ***- D3WAJ3_ANTMA); contains Interpro domain(s)  IPR001694  NADH:ubiquinone oxidoreductase, subunit 1 
Solyc11g021240.1.1	Hypothetical chloroplast RF1 (AHRD V1 ***- B1A992_CARPA)
Solyc11g021250.1.1	Unknown Protein (AHRD V1)
Solyc11g021260.1.1	Hypothetical chloroplast RF1 (AHRD V1 ***- D7P347_SYZCU)
Solyc11g021270.1.1	Ycf1 (AHRD V1 ***- D2KLR1_OLEEU)
Solyc11g021280.1.1	Hypothetical chloroplast RF1 (AHRD V1 ***- B1A992_CARPA); contains Interpro domain(s)  IPR008896  Ycf1 
Solyc11g021290.1.1	Ycf1 (Fragment) (AHRD V1 ***- A2T912_9MAGN); contains Interpro domain(s)  IPR008896  Ycf1 
Solyc11g021300.1.1	Hypothetical chloroplast RF1 (AHRD V1 ***- C3UP30_9MAGN); contains Interpro domain(s)  IPR008896  Ycf1 
Solyc11g021310.1.1	Hypothetical chloroplast RF1 (AHRD V1 ***- C3UP30_9MAGN); contains Interpro domain(s)  IPR008896  Ycf1 
Solyc11g021320.1.1	Unknown Protein (AHRD V1)
Solyc11g021330.1.1	Unknown Protein (AHRD V1)
Solyc11g021340.1.1	PR-protein (Fragment) (AHRD V1 ***- Q8LK34_CAPAN)
Solyc11g021350.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE); contains Interpro domain(s)  IPR003653  Peptidase C48, SUMO/Sentrin/Ubl1 
Solyc11g021360.1.1	Unknown Protein (AHRD V1)
Solyc11g022380.1.1	Phosphatidylinositol phosphatase (AHRD V1 *-** D8LRT7_ECTSI); contains Interpro domain(s)  IPR002013  Synaptojanin, N-terminal 
Solyc11g022390.1.1	(Dimethylallyl)adenosine tRNA methylthiotransferase miaB (AHRD V1 ***- MIAB_SULSY); contains Interpro domain(s)  IPR006466  MiaB-like tRNA modifying enzyme, archaeal-type 
Solyc11g022400.1.1	Phosphoribosylanthranilate transferase (Fragment) (AHRD V1 *--- Q43085_PEA); contains Interpro domain(s)  IPR013583  Phosphoribosyltransferase C-terminal, plant 
Solyc11g022410.1.1	Homeobox-leucine zipper protein ROC3 (AHRD V1 **-- ROC3_ORYSJ); contains Interpro domain(s)  IPR002913  Lipid-binding START 
Solyc11g022420.1.1	Homeodomain-containing transcription factor FWA (AHRD V1 **-* B5BQ02_ARASU); contains Interpro domain(s)  IPR002913  Lipid-binding START 
Solyc11g022430.1.1	Homeobox-leucine zipper protein ROC3 (AHRD V1 **-- ROC3_ORYSJ); contains Interpro domain(s)  IPR002913  Lipid-binding START 
Solyc11g022440.1.1	Unknown Protein (AHRD V1)
Solyc11g022450.1.1	Unknown Protein (AHRD V1)
Solyc11g022460.1.1	Phosphoribosylanthranilate transferase like protein (AHRD V1 **-- Q84TJ7_ARATH); contains Interpro domain(s)  IPR018029  C2 membrane targeting protein 
Solyc11g022470.1.1	MYB-CC type transfactor (AHRD V1 **-- Q3LHL3_SOLTU); contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region, SHAQKYF class 
Solyc11g022480.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR003441  No apical meristem (NAM) protein 
Solyc11g022490.1.1	Unknown Protein (AHRD V1)
Solyc11g022500.1.1	Unknown Protein (AHRD V1)
Solyc11g022510.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 *-*- Q60D46_SOLDE)
Solyc11g022530.1.1	Transmembrane protein 205 (AHRD V1 *-*- B9EN72_SALSA)
Solyc11g022540.1.1	Transmembrane 9 superfamily protein member 3 (AHRD V1 ***- B6SY54_MAIZE); contains Interpro domain(s)  IPR004240  Nonaspanin (TM9SF) 
Solyc11g022550.1.1	Unknown Protein (AHRD V1)
Solyc11g022560.1.1	Mutator-like transposase-like (AHRD V1 **-- Q9FH11_ARATH); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain 
Solyc11g022590.1.1	Kunitz trypsin inhibitor 4 (Fragment) (AHRD V1 **** C1J5E0_POPBA); contains Interpro domain(s)  IPR002160  Proteinase inhibitor I3, Kunitz legume 
Solyc11g022600.1.1	Mitochondrial transcription termination factor-like (AHRD V1 ***- Q6Z8L0_ORYSJ); contains Interpro domain(s)  IPR003690  Mitochodrial transcription termination factor-related 
Solyc11g022610.1.1	30S ribosomal protein S4 chloroplastic (AHRD V1 ***- B4XY03_9CARY); contains Interpro domain(s)  IPR001912  Ribosomal protein S4 
Solyc11g022620.1.1	30S ribosomal protein S4, chloroplastic (Fragment) (AHRD V1 ***- RR4_MORST)
Solyc11g027630.1.1	Unknown Protein (AHRD V1)
Solyc11g027640.1.1	Unknown Protein (AHRD V1)
Solyc11g027650.1.1	Unknown Protein (AHRD V1)
Solyc11g027660.1.1	Unknown Protein (AHRD V1)
Solyc11g027670.1.1	Cytochrome P450 like_TBP (AHRD V1 *-*- O04892_TOBAC)
Solyc11g027680.1.1	Pol polyprotein (AHRD V1 ***- POL_BLVAU); contains Interpro domain(s)  IPR000477  RNA-directed DNA polymerase (reverse transcriptase) 
Solyc11g027690.1.1	Unknown Protein (AHRD V1)
Solyc11g027700.1.1	Unknown Protein (AHRD V1)
Solyc11g027710.1.1	Unknown Protein (AHRD V1)
Solyc11g027730.1.1	Unknown Protein (AHRD V1)
Solyc11g027750.1.1	Unknown Protein (AHRD V1)
Solyc11g027760.1.1	Cytochrome P450-like TBP (Fragment) (AHRD V1 ***- B6A8L5_HELAM)
Solyc11g027770.1.1	Cytochrome P450 monooxygenase (Fragment) (AHRD V1 *-*- Q6T4Q1_PYRCO)
Solyc11g027780.1.1	Unknown Protein (AHRD V1)
Solyc11g027790.1.1	Unknown Protein (AHRD V1)
Solyc11g027800.1.1	Sulfotransferase family protein (AHRD V1 ***- D7LQL2_ARALY); contains Interpro domain(s)  IPR000863  Sulfotransferase 
Solyc11g027810.1.1	RING finger protein 170 (AHRD V1 ***- B5X7S9_SALSA); contains Interpro domain(s)  IPR010652  Protein of unknown function DUF1232 
Solyc11g027820.1.1	Zinc finger family protein (AHRD V1 ***- D7KZA5_ARALY)
Solyc11g027830.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR003111  Peptidase S16, lon N-terminal 
Solyc11g027840.1.1	Carboxymethylenebutenolidase homolog (AHRD V1 ***- C1BWH0_ESOLU); contains Interpro domain(s)  IPR002925  Dienelactone hydrolase 
Solyc11g027850.1.1	Ulp1 protease family C-terminal catalytic domain containing protein (AHRD V1 ***- Q60D46_SOLDE)
Solyc11g027860.1.1	Unknown Protein (AHRD V1)
Solyc11g027870.1.1	Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR007512  Protein of unknown function DUF543 
Solyc11g027880.1.1	Phosphatidylinositol transfer protein SFH5 (AHRD V1 *--- SFH5_YARLI); contains Interpro domain(s)  IPR001251  Cellular retinaldehyde-binding/triple function, C-terminal 
Solyc11g027890.1.1	Histone H2A (AHRD V1 ***- A9NTX3_PICSI); contains Interpro domain(s)  IPR002119  Histone H2A 
Solyc11g027900.1.1	Unknown Protein (AHRD V1)
Solyc11g027910.1.1	Unknown Protein (AHRD V1)
Solyc11g027920.1.1	Ribulose bisphosphate carboxylase/oxygenase activase (AHRD V1 ***- B6T416_MAIZE)
Solyc11g027930.1.1	Serine/threonine protein kinase SAPK8-like protein (AHRD V1 ***- Q3HVN8_SOLTU)
Solyc11g027940.1.1	Receptor-like protein kinase (AHRD V1 ***- Q9FZP2_ARATH); contains Interpro domain(s)  IPR000719  Protein kinase, core 
Solyc11g027950.1.1	Unknown Protein (AHRD V1)
Solyc11g027960.1.1	Unknown Protein (AHRD V1)
Solyc11g027970.1.1	Unknown Protein (AHRD V1)
Solyc11g027980.1.1	tRNA dimethylallyltransferase (AHRD V1 *-*- C5FRC3_NANOT)
Solyc11g027990.1.1	tRNA dimethylallyltransferase (AHRD V1 ***- C9SNR7_VERA1); contains Interpro domain(s)  IPR002627  tRNA isopentenyltransferase 
Solyc11g028000.1.1	Unknown Protein (AHRD V1)
Solyc11g028010.1.1	GTPase IMAP family member 7 (AHRD V1 *--- C3KGZ8_ANOFI); contains Interpro domain(s)  IPR006703  AIG1 
Solyc11g028020.1.1	Agamous MADS-box transcription factor (AHRD V1 ***- B2CDE2_9ASPA); contains Interpro domain(s)  IPR002100  Transcription factor, MADS-box  IPR002487  Transcription factor, K-box 
Solyc11g028040.1.1	Defensin (AHRD V1 ***- C1K3M7_VIGUN); contains Interpro domain(s)  IPR008177  Gamma Purothionin 
Solyc11g028060.1.1	Defensin-like protein (AHRD V1 ***- DEF_TOBAC); contains Interpro domain(s)  IPR008176  Gamma thionin 
Solyc11g028070.1.1	Defensin (AHRD V1 ***- C1K3M7_VIGUN); contains Interpro domain(s)  IPR008177  Gamma Purothionin 
Solyc11g028080.1.1	Unknown Protein (AHRD V1)
Solyc11g028090.1.1	Elongation factor 1-gamma 2 (AHRD V1 ***- B6TY76_MAIZE); contains Interpro domain(s)  IPR004046  Glutathione S-transferase, C-terminal 
Solyc11g028100.1.1	Elongation factor 1-gamma (AHRD V1 ***- B7SDI2_ORYSJ); contains Interpro domain(s)  IPR001662  Translation elongation factor EF1B, gamma chain, conserved 
Solyc11g028110.1.1	Unknown Protein (AHRD V1)
Solyc11g028120.1.1	Histone H2A (AHRD V1 ***- C6TB05_SOYBN); contains Interpro domain(s)  IPR002119  Histone H2A 
Solyc11g028130.1.1	Unknown Protein (AHRD V1)
Solyc11g028140.1.1	Ycf2 (AHRD V1 ***- D2KLP5_OLEEU); contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 
Solyc11g028150.1.1	Uncharacterized mitochondrial protein AtMg01110 (AHRD V1 *-*- M1110_ARATH)
Solyc11g028160.1.1	Cytochrome c biogenesis (Fragment) (AHRD V1 ***- B2CW54_MIMGU); contains Interpro domain(s)  IPR003544  Cytochrome c-type biogenesis protein CcmB 
Solyc11g028170.1.1	Unknown Protein (AHRD V1)
Solyc11g028180.1.1	Unknown Protein (AHRD V1)
Solyc11g028190.1.1	Pol polyprotein (AHRD V1 ***- POL_MPMV); contains Interpro domain(s)  IPR000477  RNA-directed DNA polymerase (reverse transcriptase) 
Solyc11g028200.1.1	ELF4-like protein (AHRD V1 *-*- C6ZKH9_IPONI); contains Interpro domain(s)  IPR009741  Protein of unknown function DUF1313 
Solyc11g028210.1.1	tRNA dimethylallyltransferase (AHRD V1 *-*- C6HGS0_AJECH); contains Interpro domain(s)  IPR002627  tRNA isopentenyltransferase 
Solyc11g028220.1.1	Unknown Protein (AHRD V1)
Solyc11g028250.1.1	Unknown Protein (AHRD V1)
Solyc11g028260.1.1	Unknown Protein (AHRD V1)
Solyc11g028270.1.1	Nodulin MtN3 family protein (AHRD V1 ***- D7MJA2_ARALY); contains Interpro domain(s)  IPR018179  RAG1-activating protein 1 homologue 
Solyc11g028280.1.1	Unknown Protein (AHRD V1)
Solyc11g028290.1.1	Unknown Protein (AHRD V1)
Solyc11g028300.1.1	Topoisomerase 6 subunit B-like protein (AHRD V1 ***- Q6UFU6_ORYSJ)
Solyc11g028310.1.1	DNA topoisomerase 6 subunit B (AHRD V1 ***- TOP6B_ARATH)
Solyc11g028320.1.1	Unknown Protein (AHRD V1)
Solyc11g028330.1.1	DNA topoisomerase 6 subunit B (AHRD V1 *-*- TOP6B_ARATH)
Solyc11g028340.1.1	DNA topoisomerase 6 subunit B (AHRD V1 ***- TOP6B_ARATH)
Solyc11g028350.1.1	DNA topoisomerase 6 subunit B (AHRD V1 *-*- TOP6B_ARATH)
