itag,length
Solyc09g075370.2.1,690
Solyc09g075390.2.1,2628
Solyc09g075420.2.1,783
Solyc09g075430.2.1,657
Solyc09g075440.2.1,1908
Solyc09g075450.2.1,1485
Solyc09g075460.2.1,1443
Solyc09g075480.2.1,3003
Solyc09g075490.2.1,975
Solyc09g075500.2.1,1299
Solyc09g075530.2.1,960
Solyc09g075550.2.1,3486
Solyc09g075560.1.1,1104
Solyc09g075570.1.1,429
Solyc09g075590.1.1,471
Solyc09g075610.2.1,270
Solyc09g075640.2.1,2274
Solyc09g075670.1.1,951
Solyc09g075680.1.1,993
Solyc09g075690.1.1,990
Solyc09g075700.1.1,987
Solyc09g075710.1.1,984
Solyc09g075720.2.1,1410
Solyc09g075730.2.1,1536
Solyc09g075750.1.1,996
Solyc09g075760.2.1,1107
Solyc09g075790.2.1,1887
Solyc09g075800.2.1,2382
Solyc09g075830.2.1,5028
Solyc09g075850.2.1,1275
Solyc09g075860.2.1,2634
Solyc09g075870.1.1,2565
Solyc09g075890.2.1,771
Solyc09g075960.1.1,912
Solyc09g075970.2.1,1272
Solyc09g075990.2.1,870
Solyc09g076000.2.1,2196
Solyc09g076010.2.1,4095
Solyc09g076020.2.1,867
Solyc09g076030.2.1,624
Solyc09g076040.2.1,1539
Solyc09g076050.2.1,1545
Solyc09g082050.2.1,1944
Solyc09g082060.2.1,978
Solyc09g082120.2.1,426
Solyc09g082130.2.1,1245
Solyc09g082140.2.1,996
Solyc09g082150.1.1,330
Solyc09g082160.2.1,744
Solyc09g082170.2.1,2169
Solyc09g082180.2.1,1080
Solyc09g082200.2.1,1668
Solyc09g082210.2.1,885
Solyc09g082270.2.1,498
Solyc09g082320.2.1,615
Solyc09g082370.2.1,1875
Solyc09g082380.2.1,1710
Solyc09g082390.1.1,1602
Solyc09g082400.1.1,2220
Solyc09g082410.1.1,210
Solyc09g082450.1.1,2514
Solyc09g082470.2.1,1188
Solyc09g082490.2.1,882
Solyc09g082500.2.1,2490
Solyc09g082510.2.1,5583
Solyc09g082520.2.1,783
Solyc09g082540.2.1,957
Solyc09g082560.2.1,1404
Solyc09g082580.2.1,1398
Solyc09g082620.2.1,324
Solyc09g082630.2.1,570
Solyc09g082650.2.1,729
Solyc09g082660.2.1,708
Solyc09g082680.2.1,2181
Solyc09g082690.2.1,576
Solyc09g082700.2.1,516
Solyc09g082710.2.1,429
Solyc09g082720.2.1,1038
Solyc09g082730.2.1,1041
Solyc09g082770.2.1,657
Solyc09g082780.2.1,756
Solyc09g082790.2.1,1005
Solyc09g082800.2.1,3357
Solyc09g082810.2.1,492
Solyc09g082830.2.1,2949
Solyc09g082860.2.1,1395
Solyc09g082940.2.1,300
Solyc09g082950.1.1,975
Solyc09g082960.1.1,336
Solyc09g082970.2.1,1782
Solyc09g082980.2.1,1197
Solyc09g082990.2.1,1131
Solyc09g083000.2.1,1365
Solyc09g083030.1.1,504
Solyc09g083070.2.1,246
Solyc09g083080.2.1,1659
Solyc09g083090.2.1,1167
Solyc09g083100.1.1,1305
Solyc09g083110.1.1,2901
Solyc09g083130.2.1,2304
Solyc09g083150.2.1,762
Solyc09g083190.2.1,651
Solyc09g083200.2.1,1149
Solyc09g083210.2.1,1890
Solyc09g083220.2.1,915
Solyc09g083230.1.1,1146
Solyc09g083240.2.1,483
Solyc09g083260.2.1,765
Solyc09g083270.2.1,1011
Solyc09g083280.2.1,591
Solyc09g083320.1.1,507
Solyc09g083330.2.1,1275
Solyc09g083340.1.1,519
Solyc09g083350.2.1,2652
Solyc09g083370.2.1,456
Solyc09g083380.2.1,579
Solyc09g083390.1.1,2946
Solyc09g083400.2.1,1179
Solyc09g083410.2.1,1404
Solyc09g083420.2.1,2325
Solyc09g083440.2.1,336
Solyc09g084450.2.1,336
Solyc09g084470.2.1,336
Solyc09g084480.2.1,336
Solyc09g084490.2.1,333
Solyc09g089530.2.1,345
Solyc09g089550.2.1,2418
Solyc09g089560.2.1,3315
Solyc09g089610.2.1,2265
Solyc09g089630.2.1,438
Solyc09g089640.2.1,1893
Solyc09g089660.2.1,1620
Solyc09g089670.2.1,486
Solyc09g089690.2.1,1128
Solyc09g089850.2.1,459
Solyc09g089870.2.1,681
Solyc09g089880.2.1,756
Solyc09g089940.1.1,1914
Solyc09g089980.1.1,702
Solyc09g090020.2.1,846
Solyc09g090030.1.1,1140
Solyc09g090040.2.1,687
Solyc09g090050.2.1,642
Solyc09g090060.2.1,993
Solyc09g090100.2.1,1908
Solyc09g090110.2.1,438
Solyc09g090120.2.1,474
Solyc09g090130.2.1,807
Solyc09g090140.2.1,999
Solyc09g090160.2.1,1506
Solyc09g090190.2.1,1857
Solyc09g090200.2.1,1644
Solyc09g090220.2.1,2109
Solyc09g090230.1.1,351
Solyc09g090240.1.1,588
Solyc09g090250.2.1,1395
Solyc09g090270.2.1,3837
Solyc09g090290.2.1,2556
Solyc09g090310.1.1,774
Solyc09g090320.1.1,2814
Solyc09g090330.2.1,831
Solyc09g090340.1.1,2949
Solyc09g090370.2.1,1041
Solyc09g090380.1.1,444
Solyc09g090390.1.1,852
Solyc09g090400.2.1,1158
Solyc09g090410.2.1,450
Solyc09g090420.2.1,3318
Solyc09g090430.2.1,471
Solyc09g090440.1.1,1680
Solyc09g090460.2.1,1323
Solyc09g090470.2.1,1827
Solyc09g090510.2.1,2589
Solyc09g090520.2.1,1428
Solyc09g090530.2.1,894
Solyc09g090540.2.1,294
Solyc09g090560.1.1,867
Solyc09g090570.2.1,360
Solyc09g090580.2.1,603
Solyc09g090610.2.1,423
Solyc09g090640.2.1,1824
Solyc09g090660.2.1,1566
Solyc09g090670.2.1,1011
Solyc09g090680.2.1,990
Solyc09g090690.2.1,1266
Solyc09g090700.1.1,1569
Solyc09g090710.2.1,423
Solyc09g090720.2.1,1161
Solyc09g090730.1.1,1473
Solyc09g090740.2.1,2400
Solyc09g090750.2.1,753
Solyc09g090780.1.1,1899
Solyc09g090810.1.1,2091
Solyc09g090820.2.1,432
Solyc09g090830.2.1,957
Solyc09g090840.2.1,1731
Solyc09g090860.2.1,882
Solyc09g090870.2.1,3414
Solyc09g090910.1.1,849
Solyc09g090930.2.1,1197
Solyc09g090940.2.1,1407
Solyc09g090960.2.1,846
Solyc09g090980.2.1,483
Solyc09g091010.2.1,888
Solyc09g091020.2.1,2331
Solyc09g091030.2.1,1743
Solyc09g091050.2.1,2592
Solyc09g091070.1.1,897
Solyc09g091090.1.1,1296
Solyc09g091100.2.1,1380
Solyc09g091110.2.1,546
Solyc09g091120.2.1,2370
Solyc09g091160.1.1,309
Solyc09g091170.2.1,432
Solyc09g091180.2.1,1740
Solyc09g091190.2.1,711
Solyc09g091230.2.1,1284
Solyc09g091240.2.1,1098
Solyc09g091250.2.1,915
Solyc09g091260.2.1,3327
Solyc09g091280.2.1,3057
Solyc09g091370.2.1,2700
Solyc09g091400.2.1,3384
Solyc09g091410.1.1,498
Solyc09g091420.2.1,627
Solyc09g091430.2.1,1356
Solyc09g091440.2.1,1497
Solyc09g091450.2.1,363
Solyc09g091460.2.1,3708
Solyc09g091470.2.1,1398
Solyc09g091480.2.1,2145
Solyc09g091500.2.1,267
Solyc09g091510.2.1,1170
Solyc09g091560.2.1,1959
Solyc09g091570.2.1,1518
Solyc09g091580.2.1,2358
Solyc09g091590.2.1,897
Solyc09g091630.1.1,159
Solyc09g091650.2.1,3000
Solyc09g091660.2.1,4323
Solyc09g091690.1.1,1167
Solyc09g091710.1.1,1209
Solyc09g091740.2.1,651
Solyc09g091750.2.1,3015
Solyc09g091780.2.1,633
Solyc09g091790.2.1,1329
Solyc09g091800.2.1,447
Solyc09g091820.2.1,1077
Solyc09g091830.2.1,1206
Solyc09g091840.2.1,1365
Solyc09g091850.2.1,2811
Solyc09g091860.2.1,2013
Solyc09g091880.2.1,870
Solyc09g091900.2.1,648
Solyc09g091920.2.1,594
Solyc09g091930.2.1,3093
Solyc09g091940.2.1,321
Solyc09g091960.2.1,1389
Solyc09g091970.2.1,942
Solyc09g091980.2.1,618
Solyc09g092030.2.1,1065
Solyc09g092040.2.1,747
Solyc09g092050.2.1,2076
Solyc09g092070.2.1,1257
Solyc09g092080.2.1,387
Solyc09g092090.2.1,615
Solyc09g092100.2.1,8145
Solyc09g092110.2.1,390
Solyc09g092120.2.1,573
Solyc09g092140.2.1,2343
Solyc09g092150.1.1,1611
Solyc09g092160.2.1,2679
Solyc09g092180.2.1,1248
Solyc09g092210.2.1,2163
Solyc09g092220.2.1,993
Solyc09g092230.2.1,633
Solyc09g092240.2.1,8043
Solyc09g092250.2.1,2694
Solyc09g092270.2.1,1284
Solyc09g092320.2.1,351
Solyc09g092330.1.1,1359
Solyc09g092340.2.1,903
Solyc09g092360.2.1,771
Solyc09g092380.2.1,1458
Solyc09g092390.2.1,1458
Solyc09g092420.1.1,858
Solyc09g092430.2.1,1470
Solyc09g092440.1.1,1833
Solyc09g092450.2.1,2172
Solyc09g092460.2.1,1245
Solyc09g092510.2.1,2712
Solyc09g092520.2.1,831
Solyc09g092530.2.1,792
Solyc09g092550.2.1,2913
Solyc09g092680.2.1,2301
Solyc09g092690.2.1,1746
Solyc09g092710.2.1,375
Solyc09g092720.2.1,432
Solyc09g092760.2.1,390
Solyc09g097770.2.1,267
Solyc09g097780.2.1,519
Solyc09g097800.2.1,123
Solyc09g097820.2.1,2082
Solyc09g097830.2.1,2958
Solyc09g097840.1.1,1413
Solyc09g097850.1.1,405
Solyc09g097860.2.1,4104
Solyc09g097870.2.1,1296
Solyc09g097880.2.1,2595
Solyc09g097900.2.1,651
Solyc09g097910.2.1,1173
Solyc09g097920.1.1,1386
Solyc09g097930.2.1,462
Solyc09g097970.2.1,1041
Solyc09g097980.2.1,1056
Solyc09g098040.2.1,3597
Solyc09g098070.2.1,1851
Solyc09g098090.2.1,1038
Solyc09g098100.2.1,3840
Solyc09g098110.2.1,1074
Solyc09g098130.1.1,3738
Solyc09g098140.2.1,384
Solyc09g098150.2.1,1251
Solyc09g098170.2.1,654
Solyc09g098180.2.1,993
Solyc09g098190.2.1,642
Solyc09g098200.2.1,798
Solyc09g098220.2.1,609
Solyc09g098230.2.1,1875
Solyc09g098240.2.1,3111
Solyc09g098250.2.1,2214
Solyc09g098260.1.1,1767
Solyc09g098280.2.1,1017
Solyc09g098290.2.1,3039
Solyc09g098300.2.1,276
Solyc09g098310.2.1,282
Solyc09g098330.2.1,1323
Solyc09g098340.2.1,1452
Solyc09g098350.2.1,1221
Solyc09g098360.2.1,783
Solyc09g098370.2.1,2976
Solyc09g098390.2.1,1068
Solyc09g098440.2.1,213
Solyc09g098450.2.1,2370
Solyc09g098490.2.1,3024
Solyc09g098500.2.1,393
Solyc09g098520.2.1,1218
Solyc09g098530.2.1,1377
Solyc09g098540.2.1,960
Solyc09g098550.2.1,1299
Solyc09g098560.2.1,1509
Solyc09g098580.2.1,2634
Solyc09g098590.2.1,2439
Solyc10g005000.2.1,1185
Solyc10g005030.2.1,1938
Solyc10g005050.2.1,543
Solyc10g005060.2.1,1095
Solyc10g005080.2.1,2289
Solyc10g005090.2.1,2550
Solyc10g005110.2.1,1200
Solyc10g005120.1.1,1005
Solyc10g005130.2.1,5667
Solyc10g005180.2.1,801
Solyc10g005200.2.1,1443
Solyc10g005210.2.1,1047
Solyc10g005230.2.1,246
Solyc10g005250.2.1,1248
Solyc10g005260.2.1,1236
Solyc10g005280.1.1,1209
Solyc10g005290.2.1,1074
Solyc10g005310.2.1,1101
Solyc10g005330.2.1,2139
Solyc10g005400.2.1,1053
Solyc10g005470.2.1,420
Solyc10g005480.2.1,534
Solyc10g005490.2.1,3777
Solyc10g005500.2.1,1239
Solyc10g005510.2.1,1260
Solyc10g005520.2.1,1467
Solyc10g005530.2.1,2586
Solyc10g005540.2.1,795
Solyc10g005550.1.1,732
Solyc10g005560.2.1,465
Solyc10g005570.1.1,270
Solyc10g005580.2.1,1032
Solyc10g005590.2.1,1251
Solyc10g005600.2.1,2850
Solyc10g005610.1.1,1116
Solyc10g005620.2.1,1110
Solyc10g005630.2.1,1158
Solyc10g005640.2.1,1671
Solyc10g005650.2.1,2235
Solyc10g005660.2.1,942
Solyc10g005670.1.1,279
Solyc10g005690.2.1,2271
Solyc10g005700.2.1,2184
Solyc10g005720.1.1,312
Solyc10g005730.2.1,1341
Solyc10g005750.2.1,693
Solyc10g005770.2.1,1842
Solyc10g005780.2.1,615
Solyc10g005790.2.1,1941
Solyc10g005800.2.1,699
Solyc10g005810.2.1,810
Solyc10g005820.1.1,360
Solyc10g005830.2.1,765
Solyc10g005840.2.1,747
Solyc10g005850.2.1,2466
Solyc10g005870.2.1,642
Solyc10g005880.2.1,1269
Solyc10g005890.2.1,1224
Solyc10g005900.2.1,1827
Solyc10g005910.2.1,2133
Solyc10g005920.2.1,4257
Solyc10g005930.1.1,654
Solyc10g005950.2.1,846
Solyc10g005960.1.1,1248
Solyc10g005980.1.1,1719
Solyc10g005990.2.1,2532
Solyc10g006000.2.1,1665
Solyc10g006010.2.1,1050
Solyc10g006020.2.1,1080
Solyc10g006030.2.1,567
Solyc10g006040.1.1,1098
Solyc10g006050.2.1,1302
Solyc10g006070.2.1,666
Solyc10g006090.2.1,3840
Solyc10g006100.2.1,1644
Solyc10g006130.1.1,666
Solyc10g006140.2.1,501
Solyc10g006170.2.1,858
Solyc10g006180.2.1,150
Solyc10g006190.2.1,954
Solyc10g006200.2.1,501
Solyc10g006220.2.1,984
Solyc10g006230.2.1,813
Solyc10g006240.2.1,732
Solyc10g006260.2.1,2370
Solyc10g006270.2.1,444
Solyc10g006290.2.1,564
Solyc10g006300.2.1,1317
Solyc10g006310.2.1,360
Solyc10g006320.2.1,756
Solyc10g006330.2.1,2652
Solyc10g006350.2.1,2595
Solyc10g006360.1.1,501
Solyc10g006370.2.1,519
Solyc10g006390.2.1,1560
Solyc10g006400.2.1,1407
Solyc10g006410.2.1,1707
Solyc10g006440.2.1,1353
Solyc10g006460.2.1,903
Solyc10g006470.2.1,342
Solyc10g006480.1.1,1374
Solyc10g006490.2.1,561
Solyc10g006510.2.1,696
Solyc10g006520.2.1,615
Solyc10g006530.2.1,441
Solyc10g006540.2.1,2802
Solyc10g006550.1.1,279
Solyc10g006560.2.1,399
Solyc10g006570.2.1,411
Solyc10g006580.2.1,783
Solyc10g006610.2.1,1716
Solyc10g006650.2.1,612
Solyc10g006660.2.1,390
Solyc10g006700.1.1,369
Solyc10g006730.1.1,1734
Solyc10g006760.2.1,762
Solyc10g006770.2.1,2517
Solyc10g006780.2.1,3072
Solyc10g006790.2.1,1917
Solyc10g006800.2.1,1887
Solyc10g006810.2.1,1410
Solyc10g006820.2.1,3612
Solyc10g006830.2.1,348
Solyc10g006860.2.1,831
Solyc10g006870.1.1,2523
Solyc10g006890.2.1,2655
Solyc10g006900.2.1,1188
Solyc10g006910.1.1,228
Solyc10g006920.2.1,1191
Solyc10g006930.2.1,1755
Solyc10g006950.1.1,159
Solyc10g006960.1.1,702
Solyc10g006970.2.1,564
Solyc10g006980.2.1,891
Solyc10g006990.2.1,1566
Solyc10g007000.2.1,2004
Solyc10g007010.1.1,240
Solyc10g007030.1.1,438
Solyc10g007050.2.1,1095
Solyc10g007060.2.1,1485
Solyc10g007100.2.1,1467
Solyc10g007110.2.1,1224
Solyc10g007120.2.1,855
Solyc10g007130.2.1,1785
Solyc10g007140.2.1,1560
Solyc10g007150.2.1,1653
Solyc10g007180.2.1,1176
Solyc10g007190.2.1,945
Solyc10g007200.2.1,1047
Solyc10g007260.2.1,462
Solyc10g007290.2.1,2895
Solyc10g007320.2.1,1263
Solyc10g007330.1.1,1767
Solyc10g007340.2.1,1365
Solyc10g007350.2.1,420
Solyc10g007360.2.1,1449
Solyc10g007390.2.1,1428
Solyc10g007400.2.1,1629
Solyc10g007410.2.1,1035
Solyc10g007440.2.1,1062
Solyc10g007450.1.1,1059
Solyc10g007460.2.1,951
Solyc10g007470.2.1,2058
Solyc10g007480.2.1,1773
Solyc10g007500.2.1,1782
Solyc10g007520.1.1,1164
Solyc10g007550.2.1,1320
Solyc10g007590.2.1,936
Solyc10g007600.2.1,1116
Solyc10g007650.2.1,159
Solyc10g007660.2.1,570
Solyc10g007670.2.1,486
Solyc10g007680.2.1,1332
Solyc10g007690.2.1,822
Solyc10g007700.2.1,636
Solyc10g007710.2.1,1155
Solyc10g007720.2.1,2538
Solyc10g007730.2.1,873
Solyc10g007740.2.1,1686
Solyc10g007760.2.1,969
Solyc10g007770.2.1,2550
Solyc10g007780.1.1,708
Solyc10g007790.2.1,123
Solyc10g007800.2.1,1248
Solyc10g007810.2.1,2010
Solyc10g007830.1.1,1329
Solyc10g007840.2.1,1590
Solyc10g007850.2.1,1116
Solyc10g007880.2.1,1533
Solyc10g007950.2.1,2574
Solyc10g007980.2.1,546
Solyc10g007990.2.1,720
Solyc10g008010.2.1,708
Solyc10g008020.2.1,1146
Solyc10g008040.2.1,1917
Solyc10g008060.2.1,1170
Solyc10g008070.2.1,1089
Solyc10g008100.2.1,609
Solyc10g008110.2.1,2052
Solyc10g008130.2.1,744
Solyc10g008140.2.1,870
Solyc10g008190.2.1,465
Solyc10g008200.2.1,1260
Solyc10g008210.2.1,2547
Solyc10g008220.2.1,2445
Solyc10g008230.1.1,2355
Solyc10g008240.2.1,2670
Solyc10g008250.1.1,702
Solyc10g008280.2.1,2043
Solyc10g008300.2.1,1335
Solyc10g008320.1.1,627
Solyc10g008340.2.1,1638
Solyc10g008350.2.1,246
Solyc10g008390.2.1,552
Solyc10g008400.1.1,666
Solyc10g008410.1.1,516
Solyc10g008420.2.1,1581
Solyc10g008430.1.1,153
Solyc10g008450.1.1,1050
Solyc10g008460.2.1,1242
Solyc10g008470.2.1,807
Solyc10g008480.2.1,948
Solyc10g008490.2.1,1410
Solyc10g008500.2.1,1008
Solyc10g008510.1.1,2136
Solyc10g008520.2.1,1809
Solyc10g008540.2.1,480
Solyc10g008560.2.1,1545
Solyc10g008570.2.1,2619
Solyc10g008580.1.1,1158
Solyc10g008590.1.1,1287
Solyc10g008600.2.1,1068
Solyc10g008620.2.1,114
Solyc10g008630.2.1,1734
Solyc10g008640.2.1,1482
Solyc10g008730.2.1,240
Solyc10g008740.2.1,1284
Solyc10g008750.2.1,690
Solyc10g008760.2.1,705
Solyc10g008770.2.1,828
Solyc10g008780.1.1,1749
Solyc10g008790.2.1,915
Solyc10g008800.2.1,1671
Solyc10g008830.2.1,1134
Solyc10g008840.2.1,648
Solyc10g008850.1.1,381
Solyc10g008870.2.1,234
Solyc10g008880.2.1,1434
Solyc10g008890.2.1,510
Solyc10g008910.1.1,411
Solyc10g008930.1.1,384
Solyc10g008950.2.1,3216
Solyc10g008980.2.1,1248
Solyc10g008990.2.1,1341
Solyc10g009000.2.1,1239
Solyc10g009010.2.1,1182
Solyc10g009020.2.1,759
Solyc10g009030.2.1,999
Solyc10g009040.2.1,426
Solyc10g009050.2.1,1581
Solyc10g009060.1.1,969
Solyc10g009070.2.1,2358
Solyc10g009080.2.1,408
Solyc10g009090.2.1,918
Solyc10g009130.2.1,297
Solyc10g009160.2.1,1242
Solyc10g009180.2.1,921
Solyc10g009190.1.1,378
Solyc10g009200.2.1,627
Solyc10g009210.2.1,1878
Solyc10g009220.2.1,1455
Solyc10g009230.1.1,549
Solyc10g009280.2.1,603
Solyc10g009290.1.1,1356
Solyc10g009330.2.1,624
Solyc10g009340.1.1,372
Solyc10g009380.2.1,279
Solyc10g009390.2.1,1671
Solyc10g009400.2.1,1182
Solyc10g009410.1.1,1377
Solyc10g009420.2.1,951
Solyc10g009490.1.1,4047
Solyc10g009550.2.1,873
Solyc10g009570.2.1,1584
Solyc10g009580.2.1,1431
Solyc10g009610.1.1,1731
Solyc10g009620.1.1,1734
Solyc10g011650.2.1,1563
Solyc10g011660.2.1,1743
Solyc10g011670.2.1,1068
Solyc10g011690.2.1,3060
Solyc10g011720.1.1,393
Solyc10g011740.2.1,447
Solyc10g011750.2.1,714
Solyc10g011760.2.1,939
Solyc10g011770.2.1,510
Solyc10g011790.2.1,1656
Solyc10g011810.2.1,1062
Solyc10g011820.2.1,1092
Solyc10g011850.1.1,552
Solyc10g011870.2.1,792
Solyc10g011880.1.1,618
Solyc10g011940.1.1,3519
Solyc10g011950.1.1,519
Solyc10g011960.1.1,564
Solyc10g011980.2.1,906
Solyc10g012030.2.1,2907
Solyc10g012050.2.1,1497
Solyc10g012060.2.1,1563
Solyc10g012070.2.1,783
Solyc10g012080.2.1,765
Solyc10g012160.2.1,996
Solyc10g012190.1.1,2064
Solyc10g012210.1.1,1548
Solyc10g012230.1.1,513
Solyc10g012240.2.1,552
Solyc10g012370.2.1,1056
Solyc10g012400.2.1,630
Solyc10g012410.2.1,807
Solyc10g012420.2.1,600
Solyc10g012430.2.1,1629
Solyc10g012480.1.1,753
Solyc10g017490.1.1,1320
Solyc10g017530.2.1,1476
Solyc10g017570.2.1,933
Solyc10g017580.2.1,1386
Solyc10g017600.2.1,1371
Solyc10g017780.1.1,513
Solyc10g017810.1.1,1089
Solyc10g017850.2.1,708
Solyc10g017880.1.1,1137
Solyc10g017890.1.1,945
Solyc10g017900.1.1,426
Solyc10g017910.1.1,276
Solyc10g017920.1.1,648
Solyc10g017930.1.1,192
Solyc10g017940.1.1,603
Solyc10g017950.1.1,189
Solyc10g018160.1.1,927
Solyc10g018250.1.1,456
Solyc10g018260.1.1,1308
Solyc10g018300.1.1,2226
Solyc10g018350.1.1,717
Solyc10g018370.1.1,1260
Solyc10g018410.1.1,1218
Solyc10g018520.1.1,2586
Solyc10g018530.1.1,1536
Solyc10g018540.1.1,1032
Solyc10g018580.1.1,243
Solyc10g018590.1.1,621
Solyc10g018600.1.1,1710
Solyc10g018610.1.1,501
Solyc10g018780.1.1,882
Solyc10g018810.1.1,234
Solyc10g018840.1.1,261
Solyc10g018850.1.1,765
Solyc10g018870.1.1,528
Solyc10g018990.1.1,846
Solyc10g019000.1.1,1332
Solyc10g019040.1.1,1362
Solyc10g024300.1.1,699
Solyc10g024310.1.1,354
Solyc10g024320.1.1,1776
Solyc10g024360.1.1,2526
Solyc10g024410.1.1,873
Solyc10g024420.1.1,4434
Solyc10g024470.1.1,1473
Solyc10g031550.1.1,339
Solyc10g031560.1.1,342
Solyc10g036800.1.1,759
Solyc10g037880.1.1,492
Solyc10g037890.1.1,549
Solyc10g037900.1.1,978
Solyc10g037910.1.1,708
Solyc10g037950.1.1,645
Solyc10g037960.1.1,720
Solyc10g037980.1.1,399
Solyc10g038000.1.1,1083
Solyc10g038050.1.1,1179
Solyc10g038060.1.1,438
Solyc10g038070.1.1,471
Solyc10g038080.1.1,1545
Solyc10g038110.1.1,288
Solyc10g038120.1.1,1176
Solyc10g038130.1.1,1251
Solyc10g038190.1.1,2094
Solyc10g039190.1.1,2853
Solyc10g039270.1.1,774
Solyc10g039280.1.1,939
Solyc10g039290.1.1,1719
Solyc10g039300.1.1,1710
Solyc10g039320.1.1,1446
Solyc10g039360.1.1,1215
Solyc10g039380.1.1,606
Solyc10g039430.1.1,786
Solyc10g044450.1.1,1446
Solyc10g044470.1.1,2295
Solyc10g044480.1.1,1767
Solyc10g044510.1.1,1677
Solyc10g044520.1.1,435
Solyc10g044540.1.1,882
Solyc10g044550.1.1,246
Solyc10g044560.1.1,522
Solyc10g044630.1.1,915
Solyc10g044640.1.1,258
Solyc10g044670.1.1,3372
Solyc10g044710.1.1,750
Solyc10g044720.1.1,177
Solyc10g044740.1.1,1917
Solyc10g044780.1.1,1323
Solyc10g044840.1.1,897
Solyc10g044850.1.1,267
Solyc10g044890.1.1,2400
Solyc10g044900.1.1,288
Solyc10g044910.1.1,1011
Solyc10g044930.1.1,1740
Solyc10g044960.1.1,1299
Solyc10g045000.1.1,1020
Solyc10g045140.1.1,279
Solyc10g045180.1.1,369
Solyc10g045190.1.1,360
Solyc10g045220.1.1,1176
Solyc10g045230.1.1,300
Solyc10g045240.1.1,1539
Solyc10g045270.1.1,738
Solyc10g045280.1.1,366
Solyc10g045290.1.1,5520
Solyc10g045310.1.1,690
Solyc10g045320.1.1,342
Solyc10g045350.1.1,414
Solyc10g045380.1.1,1839
Solyc10g045390.1.1,126
Solyc10g045400.1.1,1215
Solyc10g045420.1.1,1509
Solyc10g045430.1.1,966
Solyc10g045490.1.1,1419
Solyc10g045540.1.1,1413
Solyc10g045550.1.1,648
Solyc10g045600.1.1,1566
Solyc10g045620.1.1,1020
Solyc10g045630.1.1,789
Solyc10g045640.1.1,645
Solyc10g046770.1.1,345
Solyc10g046850.1.1,111
Solyc10g046930.1.1,2301
Solyc10g046970.1.1,1281
Solyc10g047000.1.1,1053
Solyc10g047050.1.1,2316
Solyc10g047090.1.1,300
Solyc10g047120.1.1,1446
Solyc10g047130.1.1,720
Solyc10g047140.1.1,1848
Solyc10g047200.1.1,330
Solyc10g047210.1.1,504
Solyc10g047220.1.1,708
Solyc10g047250.1.1,270
Solyc10g047260.1.1,192
Solyc10g047270.1.1,2556
Solyc10g047290.1.1,846
Solyc10g047300.1.1,1797
Solyc10g047320.1.1,2658
Solyc10g047350.1.1,1155
Solyc10g047360.1.1,591
Solyc10g047370.1.1,1200
Solyc10g047390.1.1,261
Solyc10g047400.1.1,348
Solyc10g047410.1.1,897
Solyc10g047420.1.1,363
Solyc10g047430.1.1,222
Solyc10g047440.1.1,948
Solyc10g047460.1.1,186
Solyc10g047470.1.1,279
Solyc10g047540.1.1,2571
Solyc10g047630.1.1,1233
Solyc10g047640.1.1,936
Solyc10g047650.1.1,426
Solyc10g047670.1.1,1680
Solyc10g047840.1.1,3042
Solyc10g047890.1.1,684
Solyc10g047900.1.1,267
Solyc10g047930.1.1,594
Solyc10g047950.1.1,885
Solyc10g047960.1.1,777
Solyc10g048050.1.1,324
Solyc10g048060.1.1,444
Solyc10g048190.1.1,417
Solyc10g049210.1.1,1395
Solyc10g049360.1.1,1137
Solyc10g049470.1.1,501
Solyc10g049530.1.1,2196
Solyc10g049570.1.1,1566
Solyc10g049590.1.1,312
Solyc10g049600.1.1,1158
Solyc10g049620.1.1,1167
Solyc10g049640.1.1,1473
Solyc10g049650.1.1,585
Solyc10g049710.1.1,1155
Solyc10g049740.1.1,2463
Solyc10g049750.1.1,360
Solyc10g049760.1.1,222
Solyc10g049790.1.1,696
Solyc10g049850.1.1,939
Solyc10g049870.1.1,519
Solyc10g049890.1.1,1788
Solyc10g049970.1.1,804
Solyc10g050060.1.1,753
Solyc10g050070.1.1,1821
Solyc10g050110.1.1,1329
Solyc10g050170.1.1,2181
Solyc10g050230.1.1,1296
Solyc10g050260.1.1,1746
Solyc10g050440.1.1,189
Solyc10g050540.1.1,2226
Solyc10g050840.1.1,1998
Solyc10g050850.1.1,1029
Solyc10g050860.1.1,1287
Solyc10g050870.1.1,675
Solyc10g050890.1.1,1755
Solyc10g050910.1.1,210
Solyc10g050920.1.1,276
Solyc10g051010.1.1,1482
Solyc10g051070.1.1,480
Solyc10g051110.1.1,2205
Solyc10g051140.1.1,1938
Solyc10g051150.1.1,888
Solyc10g051200.1.1,1686
Solyc10g051270.1.1,771
Solyc10g051300.1.1,564
Solyc10g051310.1.1,828
Solyc10g051340.1.1,1416
Solyc10g051350.1.1,690
Solyc10g051390.1.1,357
Solyc10g052410.1.1,609
Solyc10g052420.1.1,1728
Solyc10g052470.1.1,267
Solyc10g052510.1.1,927
Solyc10g052630.1.1,2430
Solyc10g052660.1.1,327
Solyc10g052740.1.1,408
Solyc10g052750.1.1,189
Solyc10g052790.1.1,444
Solyc10g052880.1.1,1437
Solyc10g053880.1.1,156
Solyc10g053970.1.1,1872
Solyc10g054000.1.1,231
Solyc10g054030.1.1,1251
Solyc10g054060.1.1,312
Solyc10g054080.1.1,3198
